uid,gender,dob,user_age,survey_completed_at,YxZ6vHaWrjiZeuWh7u6f,4VkmpYHERksTAILQTTJK,bdBAzKDJf4fRFayyKVUv,9ZR7eWvLbWr74kHO72U8,Qdgvx8TLWNazLO6ZGuoP,HIEOGzWayi3OTZVed5S1,lJvzoqdgZxXyxOKQnlo6,DgFsclpb4ikv44YWa11a,KvIEjTzERWFzurF0UKXp,v7CDeDZbxdwxYSAR0d9X,lx7K6NXFzkjKwPPyhYJB,L0Vkyg6X7xTiRzkwlUwz 
18f0698b-1d36-478f-bcb5-c4e6a2a76de2,F,1984-04-29 00:00:00 UTC,42,2026-07-26 19:43:54 UTC,Super/hipermercado,"1,50–1,99 €",10,Es ligeramente mejor,Chocolate,,10,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
c196e094-45fd-46f1-9e39-93cfcc7a566f,F,1983-06-22 22:00:00 UTC,43,2026-07-29 13:59:46 UTC,Super/hipermercado,"Menos de 1,50 €",4,Es de mucho menor calidad,Helado,,5,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
2fbc0a96-23d5-452a-b716-4529df64497d,F,1986-06-01 00:00:00 UTC,40,2026-07-17 16:20:09 UTC,Super/hipermercado,"Menos de 1,50 €",6,Es de menor calidad,Helado,,6,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
4db6e662-d9bd-47eb-baf8-7f28a75d11d3,M,1968-10-22 00:00:00 UTC,58,2026-07-19 16:14:29 UTC,Super/hipermercado,"Menos de 1,50 €",6,Es de menor calidad,Chocolate,,6,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
A85F7CC3-91B4-4B00-BEA7-73FA951B53B1,M,1963-01-26 00:00:00 UTC,63,2026-07-25 11:22:28 UTC,Tienda de conveniencia,"3,00 € o más",10,No he probado otros chocolates con pistacho anteriormente,Confitería / dulces / bollería,Muy bueno,10,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
BEDFAA09-2A3A-46AC-B296-4BB0A2393D1C,F,1976-04-06 00:00:00 UTC,50,2026-07-24 14:09:24 UTC,Super/hipermercado,"1,50–1,99 €",3,Es de mucho menor calidad,No he consumido ninguno de los anteriores,,3,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
26290a6b-2e6c-4aed-a165-0cd9757940f7,NA,1994-04-23 22:00:00 UTC,32,2026-07-21 17:24:16 UTC,Tienda de conveniencia,"Menos de 1,50 €",10,Es muy superior,Helado,,10,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
BDE6C2DC-E7C2-4F7D-9349-C43AF34D4284,M,1993-08-16 22:00:00 UTC,33,2026-07-18 21:39:23 UTC,Super/hipermercado,"1,50–1,99 €",8,Es igual que otros chocolates con pistacho que he probado,Helado,,8,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
82F4EE42-72E4-4AC0-958F-B3A71FB71CEC,M,1977-07-31 22:00:00 UTC,49,2026-07-19 16:12:06 UTC,Super/hipermercado,"1,50–1,99 €",8,Es ligeramente mejor,Turrón,,8,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
05edbf1e-5b89-4f1a-8912-f364043d35f6,F,1971-04-07 00:00:00 UTC,55,2026-07-22 08:33:22 UTC,Super/hipermercado,"Menos de 1,50 €",3,No he probado otros chocolates con pistacho anteriormente,Barras energéticas,,3,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
6eccf8b7-2639-4c1a-8b7a-55b0fb9fc1cc,F,1978-07-10 00:00:00 UTC,48,,Tienda de conveniencia,"Menos de 1,50 €",6,Es de mucho menor calidad,Helado,,6,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
62a82c16-dc70-4356-8cc0-8e68c4aca3f0,F,1979-04-08 22:00:00 UTC,47,2026-07-18 19:27:44 UTC,Super/hipermercado,"Menos de 1,50 €",1,Es de mucho menor calidad,No he consumido ninguno de los anteriores,,1,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
c7a35d36-3fdc-4615-9f3b-b8e1494e8ac5,F,1994-03-09 00:00:00 UTC,32,2026-07-24 13:58:13 UTC,Super/hipermercado,"Menos de 1,50 €",7,Es ligeramente mejor,No he consumido ninguno de los anteriores,,7,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
3f1d7193-9123-4e74-9c28-1baba25cb23d,F,2006-09-07 22:00:00 UTC,20,2026-07-26 13:30:59 UTC,Tienda de conveniencia,"Menos de 1,50 €",10,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,10,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
2192ca85-c3b8-465a-939a-90f882449085,F,1970-01-22 23:00:00 UTC,56,2026-07-24 08:45:39 UTC,Super/hipermercado,"Menos de 1,50 €",10,Es ligeramente mejor,Chocolate,,10,La cremosidad y sedosidad de la crema de pistacho,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,No compradores
1bdd5d5d-172f-4c05-8aa5-ea69d71bb03d,F,1970-04-11 00:00:00 UTC,56,2026-07-22 07:26:44 UTC,Super/hipermercado,"Menos de 1,50 €",5,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,No me ha salido la muestra y no he podido probarlo,5,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
11CC334D-0B13-4028-8DF3-FDBDEFD423AA,F,1992-06-23 00:00:00 UTC,34,2026-07-24 15:26:39 UTC,Super/hipermercado,"Menos de 1,50 €",9,Es ligeramente mejor,Helado,,9,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
761B39AC-4596-4B9D-914A-98AD89809CD7,F,1978-09-20 00:00:00 UTC,48,2026-07-19 05:52:45 UTC,Super/hipermercado,"1,50–1,99 €",5,Es igual que otros chocolates con pistacho que he probado,Helado,,5,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
7e5d8837-5c29-41d2-a45a-b58bde3fe71d,NA,1998-10-28 23:00:00 UTC,28,2026-07-29 15:59:37 UTC,Super/hipermercado,"Menos de 1,50 €",1,Es de mucho menor calidad,No he consumido ninguno de los anteriores,,1,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
0892fb37-edfa-4951-aacf-280f76454555,F,2010-11-10 23:00:00 UTC,16,2026-07-23 20:16:07 UTC,Super/hipermercado,"Menos de 1,50 €",7,Es igual que otros chocolates con pistacho que he probado,Chocolate,,7,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
1c5126b4-e759-41f7-9027-692b253e0690,F,1978-06-25 22:00:00 UTC,48,2026-07-18 06:12:05 UTC,Tienda de conveniencia,"1,50–1,99 €",4,No he probado otros chocolates con pistacho anteriormente,Helado,,4,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
eed22c42-962f-4e40-8264-5bbdd5559988,F,1983-03-18 00:00:00 UTC,43,2026-07-17 19:11:11 UTC,Tienda de conveniencia,"3,00 € o más",10,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,maravilloso todo,10,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
54e34246-16ee-473b-87d7-b30ceb4a9c16,F,1982-06-14 00:00:00 UTC,44,,Super/hipermercado,"Menos de 1,50 €",1,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,1,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
e0803643-dcdc-4b86-9f7b-5b6753705971,F,1985-12-15 00:00:00 UTC,41,2026-07-22 13:47:33 UTC,Super/hipermercado,"Menos de 1,50 €",3,Es de menor calidad,No he consumido ninguno de los anteriores,,3,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
31fac755-d786-4140-8613-774e8cc53fee,M,1983-07-10 00:00:00 UTC,43,2026-07-26 07:58:29 UTC,Super/hipermercado,"Menos de 1,50 €",5,Es igual que otros chocolates con pistacho que he probado,Helado,,5,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
ae6e2298-a850-4a37-8101-1ae944c74573,F,1960-07-28 00:00:00 UTC,66,2026-07-17 06:28:18 UTC,Super/hipermercado,"Menos de 1,50 €",4,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,4,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
317b8d18-cc8d-4715-bdda-217e8cc8ae64,F,2007-01-10 23:00:00 UTC,19,2026-07-25 11:30:25 UTC,Super/hipermercado,"Menos de 1,50 €",6,Es igual que otros chocolates con pistacho que he probado,No he consumido ninguno de los anteriores,No lo sé,7,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
1e8b17a9-61a1-4106-9a5b-ab14d5d7558b,F,1998-05-10 22:00:00 UTC,28,2026-07-24 13:14:13 UTC,Super/hipermercado,"Menos de 1,50 €",1,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,Ninguno,3,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
5008049e-a635-4b97-94d9-11ec4af1ed28,F,1980-01-31 00:00:00 UTC,46,2026-07-28 16:37:23 UTC,Tienda online,"2,00–2,49 €",8,No he probado otros chocolates con pistacho anteriormente,Helado,,8,La calidad y el sabor del chocolate con leche exterior,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,Indecisos
263e830f-7aa8-40b0-8f48-410e1d3ccf1f,NA,1990-07-24 22:00:00 UTC,36,2026-07-17 09:59:31 UTC,Super/hipermercado,"Menos de 1,50 €",7,Es de menor calidad,Chocolate,,6,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
8fb785c5-a010-4342-ad37-c14bdc4b9fbd,M,1975-10-17 23:00:00 UTC,51,2026-07-24 17:52:34 UTC,Tienda de conveniencia,"Menos de 1,50 €",7,Es ligeramente mejor,Chocolate,,7,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
3d9f60fc-f4d7-4706-98d5-22d4daef47db,F,2008-06-06 22:00:00 UTC,18,2026-07-21 14:19:26 UTC,Super/hipermercado,"Menos de 1,50 €",4,Es de mucho menor calidad,Chocolate,,5,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
E61D38B8-24E6-4F8A-8D7F-4D095FBDE4BB,F,1983-06-20 00:00:00 UTC,43,2026-07-15 16:08:13 UTC,Super/hipermercado,"1,50–1,99 €",10,Es igual que otros chocolates con pistacho que he probado,Helado,,10,La cremosidad y sedosidad de la crema de pistacho,,Soy compradora/o habitual,Prefiero otras opciones de chocolates con pistacho,Indecisos
418727fa-615c-4c26-b1ef-dc10e45b5d86,F,1972-02-11 00:00:00 UTC,54,2026-07-24 17:02:33 UTC,Super/hipermercado,"1,50–1,99 €",1,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,1,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
a1511f57-94ca-4f58-8fbc-cc637994384d,M,1997-05-05 00:00:00 UTC,29,2026-07-22 16:02:52 UTC,Super/hipermercado,"Menos de 1,50 €",8,Es ligeramente mejor,No he consumido ninguno de los anteriores,,8,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
ac9d0958-ae5b-4d88-a859-04137af73442,NA,1969-08-31 22:00:00 UTC,57,2026-07-25 08:17:41 UTC,Tienda de conveniencia,"3,00 € o más",8,Es de menor calidad,No he consumido ninguno de los anteriores,,9,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
21e50f13-b322-4ef3-a67b-995ae770fde5,F,1975-04-10 00:00:00 UTC,51,2026-07-25 16:26:47 UTC,Super/hipermercado,"Menos de 1,50 €",4,Es de menor calidad,No he consumido ninguno de los anteriores,,3,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
6fea10f1-74e5-48f6-b5cd-2756d9aa90e7,F,1963-03-25 00:00:00 UTC,63,2026-07-24 14:26:06 UTC,Super/hipermercado,"Menos de 1,50 €",9,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,9,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
6211c360-26c6-4585-85e4-71747e5d893b,F,1962-07-13 00:00:00 UTC,64,2026-07-24 14:03:00 UTC,Super/hipermercado,"Menos de 1,50 €",6,Es ligeramente mejor,Confitería / dulces / bollería,,6,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
9ba74625-9bf9-48a5-98fa-6f6015e8a1d4,F,1970-05-01 00:00:00 UTC,56,2026-07-17 23:42:18 UTC,Super/hipermercado,"Menos de 1,50 €",7,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,No lo recuerdo,7,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
bedf8f0d-8e31-4ab4-8cdd-72c050db9d22,M,2006-02-16 23:00:00 UTC,20,,Tienda de conveniencia,"Menos de 1,50 €",2,No he probado otros chocolates con pistacho anteriormente,Helado,,2,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
a5bbfe00-dd79-4801-8384-b129d5e2ae65,M,1987-01-07 00:00:00 UTC,39,2026-07-26 17:48:07 UTC,Super/hipermercado,"Menos de 1,50 €",8,Es igual que otros chocolates con pistacho que he probado,Chocolate,,7,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
fe49da6a-0103-4943-9210-4a3889604c2f,F,1968-10-26 00:00:00 UTC,58,2026-07-22 07:31:46 UTC,Super/hipermercado,"Menos de 1,50 €",8,No he probado otros chocolates con pistacho anteriormente,Crema para untar,,8,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
25706DB8-6AD4-4DF7-B57D-0060A1F04EF7,M,2007-01-01 00:00:00 UTC,19,2026-07-28 16:19:53 UTC,Super/hipermercado,"Menos de 1,50 €",1,Es ligeramente mejor,No he consumido ninguno de los anteriores,,1,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
3d1c8086-3b68-4e3e-8bef-b0cb9536411d,F,1981-07-23 00:00:00 UTC,45,2026-07-25 11:57:07 UTC,Super/hipermercado,"1,50–1,99 €",5,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,3,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,No compradores
e0bda806-fd75-4def-ac92-b031a25f9b01,NA,1981-08-12 22:00:00 UTC,45,2026-07-23 20:15:49 UTC,Super/hipermercado,"Menos de 1,50 €",9,Es de mucho menor calidad,Turrón,No se,7,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
8b77fa00-ce00-445d-9e17-76c4e72915c1,M,1980-07-28 00:00:00 UTC,46,2026-07-19 11:51:53 UTC,Tienda de conveniencia,"2,00–2,49 €",8,Es igual que otros chocolates con pistacho que he probado,Helado,,8,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
aa9cd347-e478-4507-bcc8-f10c139ff699,F,1992-02-24 00:00:00 UTC,34,2026-07-25 06:44:11 UTC,Super/hipermercado,"Menos de 1,50 €",7,Es de menor calidad,No he consumido ninguno de los anteriores,,6,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
F6FA1903-4E05-4713-9E26-E817424ACA48,M,1966-07-13 00:00:00 UTC,60,2026-07-24 07:36:56 UTC,Tienda de conveniencia,"Menos de 1,50 €",1,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,1,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
0c3b14b3-84a9-491b-b666-c942d40aefcc,F,2001-06-24 22:00:00 UTC,25,2026-07-15 13:56:01 UTC,Tienda de conveniencia,"Menos de 1,50 €",8,Es igual que otros chocolates con pistacho que he probado,Helado,,8,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
05b9ff48-3c02-4a29-ac69-1ce65647a324,F,1982-03-23 00:00:00 UTC,44,2026-07-27 15:57:40 UTC,Super/hipermercado,"2,00–2,49 €",7,Es ligeramente mejor,No he consumido ninguno de los anteriores,,5,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
a86a497c-deb9-4ad5-9a23-ffd76e50b200,F,1979-06-30 00:00:00 UTC,47,2026-07-27 18:19:04 UTC,Super/hipermercado,"2,00–2,49 €",7,Es de menor calidad,Helado,,7,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
D960AD1F-AEDF-4561-B7FD-7715220A621A,M,1980-06-20 00:00:00 UTC,46,2026-07-18 15:48:28 UTC,Tienda de conveniencia,"Menos de 1,50 €",2,No he probado otros chocolates con pistacho anteriormente,Chocolate,,1,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
3E9009A3-E7D1-46B3-8B91-F3FFF09C8C31,F,1975-05-30 00:00:00 UTC,51,2026-07-19 20:16:49 UTC,Super/hipermercado,"Menos de 1,50 €",4,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,4,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
CA19F0BA-DE96-4845-BDFB-CD27432EE6BC,F,1995-09-03 00:00:00 UTC,31,2026-07-19 21:40:56 UTC,Super/hipermercado,"Menos de 1,50 €",6,Es de menor calidad,Helado,,5,La calidad y el sabor del chocolate con leche exterior,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,No compradores
391f626f-d952-43a7-a134-7f47f4a83848,F,1986-12-31 23:00:00 UTC,40,2026-07-25 12:30:10 UTC,Super/hipermercado,"1,50–1,99 €",7,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,5,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
a2878696-fbd7-4c3b-8151-5f41169e177e,F,1992-12-10 23:00:00 UTC,34,2026-07-29 08:52:07 UTC,Super/hipermercado,"Menos de 1,50 €",5,Es igual que otros chocolates con pistacho que he probado,Chocolate,,5,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
6ab92211-369e-4831-ba03-41d15140c6d1,M,1980-01-23 00:00:00 UTC,46,2026-07-20 13:46:34 UTC,Super/hipermercado,"Menos de 1,50 €",8,Es ligeramente mejor,No he consumido ninguno de los anteriores,El envoltorio,1,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
9ADB718A-80D0-4B11-8488-CFFB90F04701,F,2002-06-01 22:00:00 UTC,24,2026-07-20 18:14:46 UTC,Super/hipermercado,"1,50–1,99 €",5,Es de mucho menor calidad,Chocolate,,5,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
d7e48b5d-e480-4d2f-a562-0abe642e1164,F,1992-11-10 23:00:00 UTC,34,2026-07-26 16:48:43 UTC,Tienda de conveniencia,"2,50–2,99 €",4,,,,10,,,,Prefiero otras opciones de chocolates con pistacho,Indecisos
3f1d7193-9123-4e74-9c28-1baba25cb23d,F,2006-09-07 22:00:00 UTC,20,,Tienda de conveniencia,"Menos de 1,50 €",10,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,10,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
BD1D8267-440B-4EB6-BA45-2439A1E110AB,F,1988-02-16 00:00:00 UTC,38,2026-07-25 09:16:33 UTC,Super/hipermercado,"Menos de 1,50 €",5,No he probado otros chocolates con pistacho anteriormente,Helado,,3,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,No compradores
DAFBA3D3-6C99-46E2-A325-4EC8435B5783,F,2004-08-20 00:00:00 UTC,22,2026-07-28 15:54:41 UTC,Super/hipermercado,"Menos de 1,50 €",4,Es de mucho menor calidad,Chocolate,"Ninguno
",3,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
ed06f507-c73b-4384-b67c-fcd7a47f3a86,F,1966-03-15 00:00:00 UTC,60,2026-07-18 08:48:19 UTC,Super/hipermercado,"Menos de 1,50 €",8,Es igual que otros chocolates con pistacho que he probado,Turrón,,8,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
fd42232e-5de2-4bb0-a475-2f3dcc99c5b9,F,2004-08-30 00:00:00 UTC,22,,Tienda online,"1,50–1,99 €",3,Es de menor calidad,Turrón,,9,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,Indecisos
833bdb06-df12-4dd9-94db-e2b1b77f4b3b,M,1980-01-23 00:00:00 UTC,46,2026-07-21 15:07:13 UTC,Super/hipermercado,"Menos de 1,50 €",8,Es igual que otros chocolates con pistacho que he probado,No he consumido ninguno de los anteriores,,1,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
303E139D-BDC7-4906-B1FC-62D2F3AB2235,M,1993-02-24 00:00:00 UTC,33,2026-07-17 05:11:12 UTC,Super/hipermercado,"Menos de 1,50 €",3,Es de mucho menor calidad,Helado,,2,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,No compradores
bb86d9f4-f55a-4158-81ce-1a46ca946497,M,1956-12-14 00:00:00 UTC,70,2026-07-18 19:02:49 UTC,Tiendas gourmet,"Menos de 1,50 €",7,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,No recuerdo,7,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
4b6b0737-d0bb-4ba5-bf4a-e84229bf83b9,F,2000-09-23 22:00:00 UTC,26,,Super/hipermercado,"Menos de 1,50 €",7,No he probado otros chocolates con pistacho anteriormente,Helado,No se,8,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
00380d37-406d-4b2f-98b9-cf81c65982a3,NA,1965-08-01 22:00:00 UTC,61,2026-07-26 08:44:53 UTC,Super/hipermercado,"1,50–1,99 €",7,Es igual que otros chocolates con pistacho que he probado,Helado,,7,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
D7816BA5-BBB6-4C6F-B874-EC96951626F0,F,1989-12-12 23:00:00 UTC,37,2026-07-24 15:44:29 UTC,Super/hipermercado,"Menos de 1,50 €",7,Es de menor calidad,Helado,,6,El equilibrio perfecto entre el relleno cremoso y el interior crujiente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
7b825853-7b48-41d1-9e2a-de3966ea97f5,F,1988-07-18 00:00:00 UTC,38,2026-07-23 09:23:18 UTC,Tienda de conveniencia,"Menos de 1,50 €",1,No he probado otros chocolates con pistacho anteriormente,Helado,,1,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
A337CA0D-B4A5-43DB-93A4-D83FC6831197,F,2000-09-22 22:00:00 UTC,26,2026-07-25 10:10:19 UTC,Super/hipermercado,"1,50–1,99 €",5,Es igual que otros chocolates con pistacho que he probado,Helado,,4,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
612309F1-B0E2-4DE2-8B22-96E6410491DE,M,1967-01-18 23:00:00 UTC,59,2026-07-26 11:02:02 UTC,Tienda online,"Menos de 1,50 €",9,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,6,La calidad y el sabor del chocolate con leche exterior,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
b14cbb83-c1b4-4641-93e6-792b08026029,F,1991-09-23 00:00:00 UTC,35,2026-07-15 14:32:27 UTC,Tienda de conveniencia,"3,00 € o más",6,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,10,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
6A5C3BAF-D54A-4C1E-8B38-D2FC22CD9ADD,F,1960-03-30 22:00:00 UTC,66,2026-07-19 17:43:47 UTC,Super/hipermercado,"1,50–1,99 €",7,Es igual que otros chocolates con pistacho que he probado,Helado,,7,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,Indecisos
d5e0badf-4dbc-4661-b9a1-c5c07fbd8c3e,F,1984-06-18 22:00:00 UTC,42,2026-07-17 22:08:49 UTC,Super/hipermercado,"1,50–1,99 €",7,Es igual que otros chocolates con pistacho que he probado,Confitería / dulces / bollería,,7,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
079c9b65-5261-49be-805e-7ae8ba5bef09,F,1964-12-15 00:00:00 UTC,62,2026-07-18 14:51:55 UTC,Super/hipermercado,"1,50–1,99 €",5,Es igual que otros chocolates con pistacho que he probado,Turrón,,5,No me ha convencido especialmente,,"Sí lo conocía, pero no los había probado",Prefiero otras opciones de chocolates con pistacho,No compradores
9b6c3064-2ab9-4207-b45b-771113f763b2,F,1981-08-26 22:00:00 UTC,45,2026-07-23 12:28:37 UTC,Super/hipermercado,"Menos de 1,50 €",5,Es ligeramente mejor,Helado,,5,La cremosidad y sedosidad de la crema de pistacho,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
01D178FA-0881-4FEE-A8DE-7B5D17EA8C9B,M,1963-03-02 23:00:00 UTC,63,2026-07-20 19:13:31 UTC,Super/hipermercado,"Menos de 1,50 €",1,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,1,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,Indecisos
e93f5f16-8c3e-44b8-a9b3-75e0e6250f1b,NA,2006-05-14 22:00:00 UTC,20,2026-07-23 11:35:00 UTC,Tienda de conveniencia,"3,00 € o más",7,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,Samplia,6,Otro,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
3E9009A3-E7D1-46B3-8B91-F3FFF09C8C31,F,1975-05-30 00:00:00 UTC,51,,Super/hipermercado,"Menos de 1,50 €",4,No he probado otros chocolates con pistacho anteriormente,No he consumido ninguno de los anteriores,,4,No me ha convencido especialmente,,No lo conocía,Prefiero otras opciones de chocolates con pistacho,No compradores
